69,Tm,Thulium,168.93421,Thulium is the least abundant of the earth elements and is about as rare as silver gold or cadmium. The pure metal has a bright silvery lustre. It is reasonably stable in air but the metal must be protected from moisture. The element is silvery-grey soft malleable and ductile and can be cut with a knife. It is a rare earth metal found in minerals such as monazite. Info courtesy http://www.webelements.com/ ,TRUE,69.jpg
70,Yb,Ytterbium,173.054,Ytterbium has a bright silvery lustre is soft malleable and quite ductile. While the element is fairly stable it should be kept in closed containers to protect it from air and moisture. Ytterbium is readily attacked and dissolved by mineral acids and reacts slowly with water. Info courtesy http://www.webelements.com/ ,TRUE,70.jpg
71,Lu,Lutetium,174.9668,Pure metallic lutetium has been isolated only in recent years and is one of the more difficult to prepare. It can be prepared by the reduction of anhydrous LuCl3 or LuF3 by an alkali or alkaline earth metal. The metal is silvery white and relatively stable in air. It is a rare earth metal and perhaps the most expensive of all rare elements. It is found in small amounts with all rare earth metals and is very difficult to separate from other rare elements. Info courtesy http://www.webelements.com/ ,TRUE,71.jpg
72,Hf,Hafnium,178.49,Most zirconium minerals contain 1 to 3% hafnium. Hafnium is a ductile metal with a brilliant silver lustre. Its properties are influenced considerably by the impurities of zirconium present. Of all the elements zirconium and hafnium are two of the most difficult to separate. Hafnium is a Group 4 transition element. Because hafnium has a good absorption cross section for thermal neutrons (almost 600 times that of zirconium) has excellent mechanical properties and is extremely corrosion resistant it is used for nuclear reactor control rods. Info courtesy http://www.webelements.com/ ,TRUE,72.jpg
73,Ta,Tantalum,180.94788,Tantalum is a greyish silver heavy and very hard metal. When pure it is ductile and can be drawn into fine wire which can be used as a filament for evaporating metals such as aluminium. Tantalum is almost completely immune to chemical attack at temperatures below 150¡C and is attacked only by hydrofluoric acid acidic solutions containing the fluoride ion and free sulphur trioxide. The element has a melting point exceeded only by tungsten and rhenium. Info courtesy http://www.webelements.com/ ,TRUE,73.jpg
74,W,Tungsten,183.84,Pure tungsten is a steel-gray to tin-white metal. Tungsten has the highest melting point and lowest vapour pressure of all metals and at temperatures over 1650¡C has the highest tensile strength. The metal oxidises in air and must be protected at elevated temperatures. It has excellent corrosion resistance and is attacked only slightly by most mineral acids. Info courtesy http://www.webelements.com/ ,TRUE,74.jpg
75,Re,Rhenium,186.207,Rhenium is silvery white with a metallic lustre; its density is exceeded only by that of platinum iridium and osmium and its melting point is exceeded only by that of tungsten and carbon. It has other useful properties. It is expensive but useful as a trace alloying agent. Info courtesy http://www.webelements.com/ ,TRUE,75.jpg
76,Os,Osmium,190.23,Ruthenium rhodium palladium osmium iridium and platinum together make up a group of elements referred to as the platinum group metals (PGM). Osmium metal is lustrous bluish white extremely hard and brittle even at high temperatures. It has the highest melting point and lowest vapour pressure of the platinum group. The metal is very difficult to fabricate but the powder can be sintered in a hydrogen atmosphere at a temperature of 2000¡C. The solid metal is not affected by air at room temperature but the powdered or spongy metal slowly gives off osmium tetroxide which is a powerful oxidising agent and has a strong smell. The tetroxide is highly toxic and boils at 130¡C (760 mm). Concentrations in air as low as 10-7 g m-3 can cause lung congestion skin damage or eye damage. Info courtesy http://www.webelements.com/ ,TRUE,76.jpg
77,Ir,Iridium,192.217,Ruthenium rhodium palladium osmium iridium and platinum together make up a group of elements referred to as the platinum group metals (PGM). The name iridium is appropriate for its salts are highly coloured. Iridium is white similar to platinum but with a slight yellowish cast. It is very hard and brittle making it very hard to machine form or work. It is the most corrosion resistant metal known and was used in making the standard metre bar of Paris which is a 90% platinum-10% iridium alloy. This metre bar has since been replaced as a fundamental unit of length (see Krypton). Info courtesy http://www.webelements.com/ ,TRUE,77.jpg
78,Pt,Platinum,192.084,Ruthenium rhodium palladium osmium iridium and platinum together make up a group of elements referred to as the platinum group metals (PGM). Platinum is a beautiful silvery-white metal when pure and is malleable and ductile. It has a coefficient of expansion almost equal to that of soda-lime-silica glass and is therefore used to make sealed electrodes in glass systems. Info courtesy http://www.webelements.com/ ,TRUE,78.jpg
79,Au,Gold,196.966569,"Most metals are metallic grey or silvery white whereas gold is characteristically a metallic yellow colour in other words gold-coloured. Caesium is also gold coloured. The gold colour seems related to relativistic effects of the outermost gold orbitals. Small amounts of other metals alloyed with gold change the colour as well as mechanical properties such as hardness. White gold for jewellery is formed by mixing palladium silver or nickel with gold although the result is green gold with certain proportions of silver. White gold is commonly used for wedding rings in the USA. Addition of some copper gives ""rose gold"" a soft pink colour. Remarkably other colours such as purple (a gold:aluminium alloy) blue (a gold:indium alloy) and even black (a gold:cobalt alloy) may be formed. Info courtesy http://www.webelements.com/ ",TRUE,79.jpg
80,Hg,Mercury,200.59,Mercury is the only common metal liquid at ordinary temperatures. Mercury is sometimes called quicksilver. It rarely occurs free in nature and is found mainly in cinnabar ore (HgS) in Spain and Italy. It is a heavy silvery-white liquid metal. It is a rather poor conductor of heat as compared with other metals but is a fair conductor of electricity. It alloys easily with many metals such as gold silver and tin. These alloys are called amalgams. Its ease in amalgamating with gold is made use of in the recovery of gold from its ores. Info courtesy http://www.webelements.com/ ,TRUE,80.jpg
81,Tl,Thallium,204.3833,When freshly exposed to air thallium exhibits a metallic lustre but soon develops a bluish-grey tinge resembling lead in appearance. A heavy oxide builds up on thallium if left in air and in the presence of water the hydroxide is formed. The metal is very soft and malleable. It can be cut with a knife. The element and its compounds are toxic and should be handled carefully. Thallium may cause cancer. Info courtesy http://www.webelements.com/ ,TRUE,81.jpg
82,Pb,Lead,207.2,Lead is a bluish-white lustrous metal. It is very soft highly malleable ductile and a relatively poor conductor of electricity. It is very resistant to corrosion but tarnishes upon exposure to air. Lead pipes bearing the insignia of Roman emperors used as drains from the baths are still in service. Alloys include pewter and solder. Tetraethyl lead (PbEt4) is still used in some grades of petrol (gasoline) but is being phased out on environmental grounds. Info courtesy http://www.webelements.com/ ,TRUE,82.jpg
83,Bi,Bismuth,208.980401,Bismuth is a white crystalline brittle metal with a pinkish tinge. Bismuth is the most diamagnetic of all metals and the thermal conductivity is lower than any metal except mercury. It has a high electrical resistance and has the highest Hall effect of any metal (that is the greatest increase in electrical resistance when placed in a magnetic field). Info courtesy http://www.webelements.com/ ,TRUE,83.jpg
84,Po,Polonium,210,Polonium has more isotopes than any other element all of which are radioactive. Polonium dissolves readily in dilute acids but is only slightly soluble in alkalis. Weight for weight it is about 2.5 x 1011 times as toxic as hydrocyanic acid (HCN). Polonium has been found in tobacco as a contaminant and in uranium ores. Info courtesy http://www.webelements.com/ ,FALSE,84.jpg
85,At,Astatine,210,The longest-lived isotope 210At has a half-life of only 8.3 hours. There are about 20 isotopes known all of which are radioactive. Astatine is a halogen and possibly accumulates in the thyroid like iodine. Info courtesy http://www.webelements.com/ ,FALSE,85.jpg
86,Rn,Radon,220,At ordinary temperatures radon is a colourless gas. When cooled below the freezing point radon exhibits a brilliant phosphorescence which becomes yellow as the temperature is lowered and orange-red at the temperature of liquid air. The main hazard is from inhalation of the element and its decay products which are collected on dust in the air. Recently radon buildup in homes from the surrounding soil and rocks has become a safety issue and some areas around the world test homes for radon gas. It is the heaviest known gas. Radon is present in some spring waters. Info courtesy http://www.webelements.com/ ,FALSE,86.jpg
87,Fr,Francium,223,Francium occurs as a result of _ disintegration of actinium. Francium is found in uranium minerals and can be made artificially by bombarding thorium with protons. It is the most unstable of the first 101 elements. The longest lived isotope 223Fr a daughter of 227Ac has a half-life of 22 minutes. This is the only isotope of francium occurring in nature but at most there is only 20-30 g of the element present in the earth's crust at any one time. No weighable quantity of the element has been prepared or isolated. There are about 20 known isotopes. Info courtesy http://www.webelements.com/ ,TRUE,87.jpg
88,Ra,Radium,226,Pure metallic radium is brilliant white when freshly prepared but blackens on exposure to air probably due to formation of the nitride. It exhibits luminescence as do its salts; it decomposes in water and is somewhat more volatile than barium. Radium imparts a carmine red colour to a flame. Info courtesy http://www.webelements.com/ ,TRUE,88.jpg
89,Ac,Actinium,227,Actinium is dangerously radioactive. The chemical behaviour of actinium is similar to that of the rare earths particularly lanthanum. It is found naturally in uranium ores and actinium is 150 times more radioactive than radium. Info courtesy http://www.webelements.com/ ,TRUE,89.jpg
90,Th,Thorium,232.03806,Thorium is a source of nuclear power. There is probably more untapped energy available for use from thorium in the minerals of the earth's crust than from combined uranium and fossil fuel sources. Much of the internal heat the earth has been attributed to thorium and uranium. When pure thorium is a silvery white metal which is air-stable and retains its lustre for several months. When contaminated with the oxide thorium slowly tarnishes in air becoming grey and finally black. Thorium oxide has a melting point of 3300¡C the highest of all oxides. Only a few elements such as tungsten and a few compounds such as tantalum carbide have higher melting points. Info courtesy http://www.webelements.com/ ,TRUE,90.jpg
91,Pa,Protactinium,231.03588,Protactinium has a bright metallic lustre which it retains for some time in air. The element is superconductive below 1.4 K. The element is a dangerous toxic material and requires precautions similar to those used when handling plutonium. Protactinium is one of the rarest and most expensive naturally occurring elements. The element is an _-emitter and is a radiological hazard similar to polonium. Protactinium is a highly toxic and radioactive rare earth metal that requires special handling. It is found in pitchblende and ores form Zaire and is one of the rarest and most expensive naturally occurring elements. Info courtesy http://www.webelements.com/ ,TRUE,91.jpg
92,U,Uranium,238.02891,Uranium is of great interest because of its application to nuclear power and nuclear weapons. Uranium contamination is an emotive environmental problem. It is not particularly rare and is more common than beryllium or tungsten for instance. Info courtesy http://www.webelements.com/ ,TRUE,92.jpg
93,Np,Neptunium,237,Neptunium is a radioactive rare earth metal and has at least 3 allotropic forms. It is named for the planet Neptune. Np-237 is a by-product from nuclear reactors. Info courtesy http://www.webelements.com/ ,TRUE,93.jpg
94,Pu,Plutonium,244,Plutonium was the second transuranium element of the actinide series to be discovered. By far of greatest importance is the isotope 239Pu which has a half-life of more than 20000 years. One kilogram is equivalent to about 22 million kilowatt hours of heat energy. The complete detonation of a kilogram of plutonium produces an explosion equal to about 20000 tons of chemical explosive. The various nuclear applications of plutonium are well known. The isotope 233Pu was used in the American Apollo lunar missions to power seismic and other equipment on the lunar surface. Plutonium contamination is an emotive environmental problem. Info courtesy http://www.webelements.com/ ,TRUE,94.jpg
95,Am,Americium,243,The lustre of freshly prepared americium metal is whiter and more silvery than plutonium or neptunium prepared in the same manner. Americium is a component of the smoke detector above. Americium appears to be more malleable than uranium or neptunium and americium tarnishes slowly in dry air at room temperature. Americium is a radioactive rare earth metal which must be handled with care to avoid contact since it is a heavy _ and _ emitter. It is named after America. The _ activity of 241Am is about three times that of radium. Americium is available to qualified users in the UK and in the USA. Info courtesy http://www.webelements.com/ ,TRUE,95.jpg
96,Cm,Curium,247,Curium is a hard brittle radioactive silvery metal. It does not occur in nature and must be made in a nuclear reactor by neutron capture reactions from plutonium and americium isotopes. It tarnishes slowly in dry air at room temperature. Curium was first produced in 1944 at the University of California Berkeley in the USA in a cyclotron by bombarding plutonium-239 (239Pu) with _-particles. It was isolated in visible quantities as the hydroxide Cm(OH)3 in 1947. Info courtesy http://www.webelements.com/ ,TRUE,96.jpg
97,Bk,Berkelium,247,Berkelium is a radioactive rare earth metal named after the University of California at Berkeley (USA). Apparently berkelium tends to accumulate in the skeletal system. It is of no commercial importance and only a few of its compounds are known. Info courtesy http://www.webelements.com/ ,TRUE,97.jpg
98,Cf,Californium,251,Californium is a radioactive rare earth metal named after the state of California and the University of California (USA). Californium-252 is a strong neutron emitter and one microgram emits 170 million neutrons per minute making it a biological hazard. It has a few specialised uses but only a few of its compounds are known. Info courtesy http://www.webelements.com/ ,TRUE,98.jpg
99,Es,Einsteinium,252,Einsteinium is radioactive rare earth metal named after Albert Einstein. It is of no commercial importance and only a few of its compounds are known. Info courtesy http://www.webelements.com/ ,TRUE,99.jpg
100,Fm,Fermium,257,Fermium's chemical properties are largely unknown. Fermium is a radioactive rare earth metal. The longest living isotope is is 257Fm with a half-life of 80 days. It is of no commercial importance. Info courtesy http://www.webelements.com/ ,TRUE,100.jpg
101,Md,Mendelevium,258,Mendelevium is a radioactive rare earth metal named after Dmitri Mendeleev father of the Periodic Table. Info courtesy http://www.webelements.com/ ,TRUE,101.jpg
102,No,Nobelium,259,"Nobelium is a radioactive ""rare earth metal"" named after Alfred Nobel who discovered dynamite. Info courtesy http://www.webelements.com/ ",TRUE,102.jpg
103,Lr,Lawrencium,262,"Lawrencium is a synthetic ""rare earth metal"" which does not occur in the environment. Info courtesy http://www.webelements.com/ ",TRUE,103.jpg
104,Rf,Rutherfordium,261,Rutherfordium is a synthetic element that is not present in the environment at all. It has no uses. Info courtesy http://www.webelements.com/ ,TRUE,104.jpg
105,Db,Dubnium,262,Dubnium is a synthetic element that is not present in the environment at all. It has no uses. Info courtesy http://www.webelements.com/ ,TRUE,105.jpg
106,Sg,Seaborgium,266,Seaborgium is a synthetic element that is not present in the environment at all. It has no uses. Info courtesy http://www.webelements.com/ ,TRUE,106.jpg
107,Bh,Bohrium,264,Bohrium is a synthetic element that is not present in the environment at all. The German discoverers at GSI proposed the name Nielsbohrium (symbol Ns) after Niels Bohr. IUPAC are happy to name an element after Bohr but suggest bohrium (Bh) on the grounds that the first name of a person does not appear in the names of any other element named after a person. This seems to have been accepted by all concerned. Info courtesy http://www.webelements.com/ ,TRUE,107.jpg
108,Hs,Hassium,277,Hassium is a synthetic element that is not present in the environment at all. Info courtesy http://www.webelements.com/ ,TRUE,108.jpg
109,Mt,Meitnerium,268,Element 109 meitnerium is a synthetic element that is not present in the environment at all. There is no dispute concerning the name meitnerium for element 109. Info courtesy http://www.webelements.com/ ,TRUE,109.jpg
110,Ds,Ununnilium,271,Darmstadtium is a synthetic element that is not present in the environment at all.  Info courtesy http://www.webelements.com/ ,TRUE,110.jpg
111,Rg,Unununium,272,Roentgenium was discovered on 8th December 1994 at the GSI in Darmstadt Germany. Info courtesy http://www.webelements.com/ ,TRUE,111.jpg
112,Uub,Ununbium,285,Copernicium was discovered on 9th February 1996 at 22:37 at the GSI in Darmstadt Germany. Info courtesy http://www.webelements.com/ ,TRUE,112.jpg
113,Uut,Ununtrium,284,Experiments resulting in the formation of element 115 were reported in February 2004 following experiments carried out between 14 July - 10 August 2003 involving scientists at Dubna (Joint Institute for Nuclear Research at the U400 cyclotron with the Dubna gas-filled recoil separator DGFRS) in Russia in a collaboration also involving scientists at the Lawrence Livermore National Laboratory USA. In these experiments the primary product were four nuclei of element 115 isotopes. All these four nuclei decayed through the emisson of _-particles to isotopes of element 113. The claim has not yet been ratified but the results are now published in a reputable peer-reviewed journal. Info courtesy http://www.webelements.com/ ,TRUE,113.jpg
114,Fl,Flerovium,289,Flerovium was reported informally in January 1999 following experiments towards the end of December 1998 involving scientists at Dubna (Joint Institute for Nuclear Research) in Russia apparently using isotopes supplied by scientists at the Lawrence Livermore National Laboratory USA. Only one atom was identified at that time and the claim only just been ratified. The results of calculations suggest that flerovium will not form a tetrafluoride FlF4 but could be isolated as a water-soluble difluoride FlF2. Info courtesy http://www.webelements.com/ ,TRUE,114.jpg
115,Uup,Ununpentium,288,Experiments resulting in the formation of element 115 were reported in February 2004 following experiments carried out between 14 July - 10 August 2003 involving scientists at Dubna (Joint Institute for Nuclear Research at the U400 cyclotron with the Dubna gas-filled recoil separator DGFRS) in Russia in a collaboration also involving scientists at the Lawrence Livermore National Laboratory USA. Only four nuclei were identified and the claim has not yet been ratified but the results are now published in a reputable peer-reviewed journal. Info courtesy http://www.webelements.com/ ,TRUE,115.jpg
116,Lv,Livermorium,293,An isotope of livermorium 292Lv was identified in the reaction of 248Cm with 48Ca. It is very shortlived and decomposes to a known isotope of element 114 288114Fl. Info courtesy http://www.webelements.com/ ,TRUE,116.jpg
117,Uuh,Ununhexium,294,"An article published in Physical Review Letters on 5 April 2010 (submitted 15 March 2010 ""Synthesis of a new chemical element with atomic number Z=117"" Joint Institute for Nuclear Research RU-141980 Dubna Russian Federation Oak Ridge National Laboratory Oak Ridge Tennessee 37831 USA University of Nevada Las Vegas Las Vegas Nevada 89154 USA Department of Physics and Astronomy Vanderbilt University Nashville Tennessee 37235 USA Lawrence Livemore National Laboratory Livermore California 94551 USA and Research Institute of Atomic Reactors RU-433510 Dimitrovgrad Russian Federation) claims the identification of six atoms of the isotopes 293Uus (five atoms) and 294Uus (one atom) in fusion reactions between 48Ca and 249Bk. Info courtesy http://www.webelements.com/ ",TRUE,117.jpg
118,Uuo,Ununoctium,294,Experiments conducted at Dubna in Russia at the Flerov Laboratory of Nuclear Reactions (by workers from the Joint Institute for Nuclear Research in Russia and the Lawrence Livermore National Laboratory in the USA) indicate that element 118 (ununoctium Uuo) was produced. Not too much though one atom in the spring of 2002 and two more in 2005. Info courtesy http://www.webelements.com/ ,FALSE,118.jpg
